datetime,precip,tmin,tmax
8/31/2013,10.8262030484753,21.5,30.5
9/1/2013,17.5552781576351,21.7,28.5
9/2/2013,12.653397600023,21.8,30.5
9/3/2013,3.11944216856034,22,31.5
9/4/2013,10.0440091153659,21,32.5
9/5/2013,3.13181006705596,20.7,33
9/6/2013,0.0309311204390706,19.9,30.8
9/7/2013,0,21.5,31
9/8/2013,0.154655602195353,19.5,31.5
9/9/2013,0,19.5,32
9/10/2013,4.33821475777989,20.1,32
9/11/2013,0.0309311204390706,19,33
9/12/2013,0.0268386248756166,19.5,33
9/13/2013,5.96970624474063,18.5,31
9/14/2013,0.0154655602195353,18.6,32
9/15/2013,4.23304591516704,24,32
9/16/2013,3.02360422511932,19.5,33
9/17/2013,0.0402579373134249,20.5,32.5
9/18/2013,0,21.5,34.5
9/19/2013,0,20.5,33.5
9/20/2013,0.0107354499502467,20.5,32.5
9/21/2013,0.217392861492495,22,33
9/22/2013,7.78238061135038,20.8,33
9/23/2013,2.38169627380844,20.4,32.5
9/24/2013,2.12301773704515,18.5,31.6
9/25/2013,0.0154655602195353,21,31
9/26/2013,7.11415770098625,20,32.4
9/27/2013,19.6572097903549,17.9,29.6
9/28/2013,2.87518556775768,19.3,26.2
9/29/2013,0.154655602195353,20.5,28.7
9/30/2013,1.74760830480749,21,32.5
